Paper ID,Hypothesis ID,Hypothesis,Dependent Variable,Sub-Sub-Category,Sub-Category,Main DV Category,Effect On,subj/obj evaluation,Independent Variable (evaluated),Independent Variables (compared),Comparison Type,Result,Explanation ID Evaluated,Explanation ID Compared,Related user study ID,"Explanation Modalities evaluated (display, focus, interactivity, explanation type)","Explanation Generation Evaluated (generation approach (intrinsic/post-hoc), data type, recommender model type, recommendation problem)","Explanation Modalities Compared (display, focus, interactivity, explanation type)","Explanation Generation Compared (generation approach (intrinsic/post-hoc), data type, recommender model type, recommendation problem)"
173,173.020,JP subjects are more likely to prefer personalised explanations (for the integrity (p < 0.001) and transparency (p < 0.001) constructs),overall trust in system,trust in system,cognitive trust,trust,user,subj,users in Japan,users in other countries,user characteristics in IV,not found,173.02,"173.01, 173.03",173.1,"textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","hybrid or textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
173,173.004,"JP subjects are less likely to prefer IMDb-based explanations (for integrity (p < 0.001), transparency (p = 0.008), and overall trust (p = 0.008))",perceived system competence,system competence,cognitive trust,trust,user,subj,users in Japan,users in other countries,user characteristics in IV,not found,173.03,"173.01, 173.02",173.1,"hybrid, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
173,173.021,"JP subjects are less likely to prefer IMDb-based explanations (for integrity (p < 0.001), transparency (p = 0.008), and overall trust (p = 0.008))",perceived system integrity,system integrity,cognitive trust,trust,user,subj,users in Japan,users in other countries,user characteristics in IV,found,173.03,"173.01, 173.02",173.1,"hybrid, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
173,173.022,"JP subjects are less likely to prefer IMDb-based explanations (for integrity (p < 0.001), transparency (p = 0.008), and overall trust (p = 0.008))",perceived system benevolence,system benevolence,affective trust,trust,user,subj,users in Japan,users in other countries,user characteristics in IV,not found,173.03,"173.01, 173.02",173.1,"hybrid, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
173,173.023,"JP subjects are less likely to prefer IMDb-based explanations (for integrity (p < 0.001), transparency (p = 0.008), and overall trust (p = 0.008))",perceived recommendation transparency,-,transparency of system/process,transparency,user + system,subj,users in Japan,users in other countries,user characteristics in IV,found,173.03,"173.01, 173.02",173.1,"hybrid, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
173,173.024,"JP subjects are less likely to prefer IMDb-based explanations (for integrity (p < 0.001), transparency (p = 0.008), and overall trust (p = 0.008))",intention to re-use system,intention to return,behavioral trust,trust,user,subj,users in Japan,users in other countries,user characteristics in IV,not found,173.03,"173.01, 173.02",173.1,"hybrid, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
173,173.025,"JP subjects are less likely to prefer IMDb-based explanations (for integrity (p < 0.001), transparency (p = 0.008), and overall trust (p = 0.008))",overall trust in system,trust in system,cognitive trust,trust,user,subj,users in Japan,users in other countries,user characteristics in IV,found,173.03,"173.01, 173.02",173.1,"hybrid, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
173,173.005,US subjects are more likely to prefer personalised explanations for overall trust (p = 0.010),perceived system competence,system competence,cognitive trust,trust,user,subj,users in US,users in other countries,user characteristics in IV,not found,173.02,"173.01, 173.03",173.1,"textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","hybrid or textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
173,173.026,US subjects are more likely to prefer personalised explanations for overall trust (p = 0.010),perceived system integrity,system integrity,cognitive trust,trust,user,subj,users in US,users in other countries,user characteristics in IV,not found,173.02,"173.01, 173.03",173.1,"textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","hybrid or textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
173,173.027,US subjects are more likely to prefer personalised explanations for overall trust (p = 0.010),perceived system benevolence,system benevolence,affective trust,trust,user,subj,users in US,users in other countries,user characteristics in IV,not found,173.02,"173.01, 173.03",173.1,"textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","hybrid or textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
173,173.028,US subjects are more likely to prefer personalised explanations for overall trust (p = 0.010),perceived recommendation transparency,-,transparency of system/process,transparency,user + system,subj,users in US,users in other countries,user characteristics in IV,not found,173.02,"173.01, 173.03",173.1,"textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","hybrid or textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
173,173.029,US subjects are more likely to prefer personalised explanations for overall trust (p = 0.010),intention to re-use system,intention to return,behavioral trust,trust,user,subj,users in US,users in other countries,user characteristics in IV,not found,173.02,"173.01, 173.03",173.1,"textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","hybrid or textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
173,173.030,US subjects are more likely to prefer personalised explanations for overall trust (p = 0.010),overall trust in system,trust in system,cognitive trust,trust,user,subj,users in US,users in other countries,user characteristics in IV,found,173.02,"173.01, 173.03",173.1,"textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k ","hybrid or textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
174,174.001,"we found that the general trend of having a higher probability of opening a recommended (rec) activity than a non-recommended (non_rec) one is still significant (p_open_mouseover ), but marginal for students with textual explanations (p<.1).",probability of opening recommended activity,-,likelihood to follow recommendation,persuasiveness,user,obj,textual explanation,no explanation,no explanation,found,174.01,-,174.1,"textual, output, interactive, local","model-intrinsic, not mentioned, rule-based, top-k",-,-
174,174.002,only the group with textual explanations exhibited significantly higher probability of attempting an opened activity when this is recommended rather than nonrecommended (p_attempt_open).,probability to attempt solving recommended activity,-,likelihood to follow recommendation,persuasiveness,user,obj,textual explanation,no explanation,no explanation,found,174.01,-,174.1,"textual, output, interactive, local","model-intrinsic, not mentioned, rule-based, top-k",-,-
175,175.001,Students will establish higher rapport with an empathic virtual advisor than a neutral virtual advisor. (Independent sample t-test shows that there is a statistically significant difference between the rapport averages between the empathic group and the neutral group (t(79)= -2.180 at p<0.05.),rapport with agent,conversational recommendations,rs specific,other,user + system,subj,emphatic explanation,neutral explanation,internal explanation,found,175.01,175.02,175.1,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
175,175.002,Students who built higher rapport with the virtual advisor will report greater intention to change their behaviours.,intention to change behaviour,behavior change intentions,likelihood to follow recommendation,persuasiveness,user,subj,"emphatic explanation,	neutral explanation",no explanation,no explanation,found,"175.01, 175.02",-,175.1,"textual, output, static, local",not mentioned/mockup,-,-
175,175.003,Students who built higher rapport with the virtual advisor will report greater intention to change their behaviours.,intention to change behaviour,behavior change intentions,likelihood to follow recommendation,persuasiveness,user,subj,emphatic explanation,neutral explanation,internal explanation,not found,175.01,175.02,175.1,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local","post-hoc, not mentioned, not mentioned, top-k "
176,176.001,Consumers’ trust in the integrity of an RA is positively affected if the RA provides explanations of its reasoning process.,trust in the integrity of a recommendation agent,system integrity,cognitive trust,trust,user,subj,explanation,no explanation,no explanation,not found,"176.01, 176.02",-,176.1,"visual or textual, input or output, interactive, top-k or local","not mentioned, not mentioned, content-based, top-k",-,-
176,176.002,Consumers’ trust in the competence of an RA is positively affected if the RA provides explanations of its reasoning process.,trust in the competence of a recommendation agent,system competence,cognitive trust,trust,user,subj,explanation,no explanation,no explanation,not found,"176.01, 176.02",-,176.1,"visual or textual, input or output, interactive, top-k or local","not mentioned, not mentioned, content-based, top-k",-,-
176,176.003,RAs that use plain text to explain their reasoning processes gain higher consumers’ trust in integrity than those that use graphs.,trust in the integrity of a recommendation agent,system integrity,cognitive trust,trust,user,subj,textual explanation,graph explanation,external explanation,not found,176.02,176.01,176.1,"textual, input, interactive, local","not mentioned, not mentioned, content-based, top-k","visual, output, interactive, top-k","not mentioned, not mentioned, content-based, top-k"
176,176.004,RAs that use plain text to explain their reasoning processes gain higher consumers’ trust in competence than those that use graphs.,trust in the competence of a recommendation agent,system competence,cognitive trust,trust,user,subj,textual explanation,graph explanation,external explanation,not found,176.02,176.01,176.1,"textual, input, interactive, local","not mentioned, not mentioned, content-based, top-k","visual, output, interactive, top-k","not mentioned, not mentioned, content-based, top-k"
177,177.001,The overall Acceptance of a RS is dependent on the Levels of Explanations for recommended items with argumentative explanations being the most effective.,system acceptance,system acceptance (subjective),other,Interface Quality,system,subj,argumentative explanation,baseline explanation,internal explanation,found,177.03,177.01,177.1,"textual, output, interactive, local, not mentioned, not mentioned, not mentioned, top-k",not mentioned/mockup,"textual, output, static, top-k,",not mentioned/mockup
177,177.024,The overall Acceptance of a RS is dependent on the Levels of Explanations for recommended items with argumentative explanations being the most effective.,system acceptance,system acceptance (subjective),other,Interface Quality,system,subj,argumentative explanation,personalized explanation,internal explanation,found,177.03,177.02,177.1,"textual, output, interactive, local",not mentioned/mockup,"textual, output, static, top-k",not mentioned/mockup
177,177.002,Post-Hoc tests indicate that Baseline explanations were perceived significantly worse than Personalized (p=.005) and Argumentative (p<.001).,perceived (?) recommendation accuracy,general performance/accuracy (subjective),recommendation quality,Interface Quality,system,subj,argumentative explanation,baseline explanation,internal explanation,found,177.03,177.01,177.1,"textual, output, interactive, local",not mentioned/mockup,"textual, output, static, top-k",not mentioned/mockup
177,177.003,Post-Hoc tests indicate that Baseline explanations were perceived significantly worse than Personalized (p=.005) and Argumentative (p<.001).,perceived (?) recommendation accuracy,general performance/accuracy (subjective),recommendation quality,Interface Quality,system,subj,personalized explanation,baseline explanation,internal explanation,found,177.02,177.01,177.1,"textual, output, static, top-k",not mentioned/mockup,"textual, output, static, top-k",not mentioned/mockup
177,177.004,"We also found a significant influence for Information Sufficiency (F(2, 57) = 4.18; p=.02; partial ƞ2=0.13) with Post-Hoc tests revealing that Argumentative yielded better results than Baseline (p=.015).",perceived information sufficiency,information sufficiency (subjective),information quality,Interface Quality,system,subj,argumentative explanation,baseline explanation,internal explanation,found,177.03,177.01,177.1,"textual, output, interactive, local",not mentioned/mockup,"textual, output, static, top-k",not mentioned/mockup
177,177.005,"In case of Use Intentions (F(2, 57) =6.39; p=.003; partial ƞ2=0.18), again, results indicate significantly better results for Argumentative as opposed to Baseline (p=.002).",intention to use system,intention to return,behavioral trust,trust,user,subj,argumentative explanation,baseline explanation,internal explanation,found,177.03,177.01,177.1,"textual, output, interactive, local",not mentioned/mockup,"textual, output, static, top-k",not mentioned/mockup
177,177.006,"Overall Satisfaction (F(2, 57) =4.87; p=.01; partial ƞ2=0.15), was rated significantly higher in Argumentative than in Baseline (p=.009).",overall system satisfaction,general system satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,argumentative explanation,baseline explanation,internal explanation,found,177.03,177.01,177.1,"textual, output, interactive, local",not mentioned/mockup,"textual, output, static, top-k",not mentioned/mockup
177,177.009,"Experientiality: we found a statistically significant interaction effect for Information Sufficiency (F(14,9)=3.07, p=.048; ƞ2=0.827). In this case, Argumentative was perceived better than Baseline (p=.003).",perceived information sufficiency,information sufficiency (subjective),information quality,Interface Quality,system,subj,argumentative explanation,baseline explanation,internal explanation,found,177.03,177.01,177.1,"textual, output, interactive, local",not mentioned/mockup,"textual, output, static, top-k",not mentioned/mockup
177,177.010,"Experientiality: Another significant interaction effect could be found for Perceived Ease of Use (F(14,9)=3.08,
p=.048; ƞ2=0.827) with significant Post-Hoc differences between Personalized and Baseline (p=.023).",perceived ease of use,ease of use (subjective),other,Interface Quality,system,subj,personalized explanation,baseline explanation,internal explanation,found,177.02,177.01,177.1,"textual, output, static, top-k",not mentioned/mockup,"textual, output, static, top-k",not mentioned/mockup
177,177.011,"Experientiality: Finally, the interaction for Overall Satisfaction (F(14,9) =5.05; p=0.01; ƞ2=0.887) was also significant. Besides Argumentative (p=.001), Personalized explanations were also rated higher than Baseline (p=.013). ",overall system satisfaction,general system satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,argumentative explanation,baseline explanation,internal explanation,found,177.03,177.01,177.1,"textual, output, interactive, local",not mentioned/mockup,"textual, output, static, top-k",not mentioned/mockup
177,177.012,"Experientiality: Finally, the interaction for Overall Satisfaction (F(14,9) =5.05; p=0.01; ƞ2=0.887) was also significant. Besides Argumentative (p=.001), Personalized explanations were also rated higher than Baseline (p=.013).",overall system satisfaction,general system satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,personalized explanation,baseline explanation,internal explanation,found,177.02,177.01,177.1,"textual, output, static, top-k",not mentioned/mockup,"textual, output, static, top-k",not mentioned/mockup
177,177.013,"Rationality: Multivariate tests results indicate insignificant effects on System Acceptance for Level of Explanations, F(24,6) =1.0, p=0.572; Wilk’s Λ=0.020, multivariate ƞ2=0.857, and Rationality, F(396,62.9)=1.06, p=0.407; Wilk’s Λ<0.001, multivariate ƞ2=0.853.",system acceptance,system acceptance (subjective),other,Interface Quality,system,subj,rationality,,user characteristics in IV,not found,-,-,177.1,-,-,-,-
177,177.014,"Rationality: it was found that the interaction of varying levels of explanations and Rationality was also insignificant, F(132,33.2)=0.945, p=0.603; Wilk’s Λ<0.001, multivariate ƞ2=0.687.",system acceptance,system acceptance (subjective),other,Interface Quality,system,subj,rationality,,user characteristics in IV,not found,-,-,177.1,-,-,-,-
177,177.015,"Experientiality: In terms of Level of Explanations individually, we, again, found significant effects for Explanation (F(2,9)=10.24; p=.005; partial ƞ2=0.7), Information Sufficiency (F(2,9)=8.69; p=.008; partial ƞ2=0.66), Use Intentions (F(2,9)=6.61; p=0.017; partial ƞ2=0.6), as well as Overall Satisfaction (F(2,9)=13.78; p=.002; partial ƞ2=0.75).",perceived explanation quality,-,efficacy,user perception of explanation quality,system,subj,experientiality,-,user characteristics?,found,-,-,177.1,-,-,-,-
177,177.016,"Experientiality: In terms of Level of Explanations individually, we, again, found significant effects for Explanation (F(2,9)=10.24; p=.005; partial ƞ2=0.7), Information Sufficiency (F(2,9)=8.69; p=.008; partial ƞ2=0.66), Use Intentions (F(2,9)=6.61; p=0.017; partial ƞ2=0.6), as well as Overall Satisfaction (F(2,9)=13.78; p=.002; partial ƞ2=0.75).",perceived information sufficiency,information sufficiency (subjective),information quality,Interface Quality,system,subj,experientiality,-,user characteristics?,found,-,-,177.1,-,-,-,-
177,177.017,"Experientiality: In terms of Level of Explanations individually, we, again, found significant effects for Explanation (F(2,9)=10.24; p=.005; partial ƞ2=0.7), Information Sufficiency (F(2,9)=8.69; p=.008; partial ƞ2=0.66), Use Intentions (F(2,9)=6.61; p=0.017; partial ƞ2=0.6), as well as Overall Satisfaction (F(2,9)=13.78; p=.002; partial ƞ2=0.75).",intention to use system,intention to return,behavioral trust,trust,user,subj,experientiality,-,user characteristics?,found,-,-,177.1,-,-,-,-
177,177.018,"Experientiality: In terms of Level of Explanations individually, we, again, found significant effects for Explanation (F(2,9)=10.24; p=.005; partial ƞ2=0.7), Information Sufficiency (F(2,9)=8.69; p=.008; partial ƞ2=0.66), Use Intentions (F(2,9)=6.61; p=0.017; partial ƞ2=0.6), as well as Overall Satisfaction (F(2,9)=13.78; p=.002; partial ƞ2=0.75).",overall system satisfaction,general system satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,experientiality,-,user characteristics?,found,-,-,177.1,-,-,-,-
177,177.019,"with the moderator included, we could now observe a significant effect on Perceived Ease of Use (F(2,9)=12.58; p=.002; partial ƞ2=0.74).",perceived ease of use,ease of use (subjective),other,Interface Quality,system,subj,experientiality,-,user characteristics?,found,-,-,177.1,-,-,-,-
177,177.020,"The moderator Experientiality itself has a significant effect on Perceived Ease of Use (F(34,9)=3.73; p=.021; partial ƞ2=0.93), and Overall Satisfaction (F(34,9)=3.54; p=.025; partial ƞ2=0.93).",perceived ease of use,ease of use (subjective),other,Interface Quality,system,subj,experientiality,-,user characteristics?,found,-,-,177.1,-,-,-,-
177,177.021,"The moderator Experientiality itself has a significant effect on Perceived Ease of Use (F(34,9)=3.73; p=.021; partial ƞ2=0.93), and Overall Satisfaction (F(34,9)=3.54; p=.025; partial ƞ2=0.93).",overall system satisfaction,general system satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,experientiality,-,user characteristics?,found,-,-,177.1,-,-,-,-
178,178.001,"Once again using a two-way repeated measures ANOVA, we noted a significant effect of condition on transparency, = F (2, 90) 6.22, = p .003, = η 0.12, p 2 with medium to large effect size. Results from standard MF were perceived less transparent than from TagMF-Tags, = p .003,",perceived transparency,-,transparency of recommendations,transparency,user + system,subj,TagMF-Tags,standard MF,no explanation,found,178.01,-,178.1,"visual, input, interactive, global","model-intrinsic, interactions + item features + user features, matrix factorization, top-k",-,-
178,178.002,No differences were found between TagMF-Ratings and other conditions.,perceived transparency,-,transparency of recommendations,transparency,user + system,subj,TagMF-Ratings,TagMF-Tags,internal explanation,not found,178.01,178.01,178.1,"visual, input, interactive, global","model-intrinsic, interactions + item features + user features, matrix factorization, top-k","visual, input, interactive, global","model-intrinsic, interactions + item features + user features, matrix factorization, top-k"
178,178.006,No differences were found between TagMF-Ratings and other conditions.,perceived transparency,-,transparency of recommendations,transparency,user + system,subj,TagMF-Ratings,standard MF,no explanation,not found,178.01,-,178.1,"visual, input, interactive, global","model-intrinsic, interactions + item features + user features, matrix factorization, top-k",-,-
178,178.005,"Once after completing all tasks, we asked participants how they perceived the transparency of recommendations. They provided better scores in the TagMF condition ( = M 4.22, = SD 0.89) than in the tag-based one ( = M 4.15, = SD 0.82). Admittedly, the effect size was small ( = d 0.09), and with a two-tailed t-test we found no evidence for a significant difference ( = t (52) 0.32, = p .752).",perceived transparency,-,transparency of recommendations,transparency,user + system,subj,TagMF,tag-based,no explanation,not found,178.02,-,178.2,"visual, input, interactive, global","model-intrinsic, interactions + item features + user features, matrix factorization, top-k",-,-
179,179.001,"User-based framing increases recommendation click-throughs relative to item-based framing. (CTR is significantly higher in the user-based condition than in the item-based condition(M1=.72%vs.M1=.51%;b1=.22,SE1=.06,t(196)= 3.79, p < .001))",number of interactions,general measures,engagement,other,user + system,obj,user-based framing,item-based framing,internal explanation,found,179.01,179.02,179.1,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
179,179.002,"participants recognize product matching as the basis for the recommendation equally in both user-based and item-based conditions (Muser = 4.83, Mitem = 4.82; t(778) = -.08, p = .941)",perceived recommendation accuracy,general performance/accuracy (subjective),recommendation quality,Interface Quality,system,subj,user-based framing,-,no comparison,found,179.01,-,179.2,"textual, output, static, local",not mentioned/mockup,-,-
179,179.011,"participants recognize product matching as the basis for the recommendation equally in both user-based and item-based conditions (Muser = 4.83, Mitem = 4.82; t(778) = -.08, p = .941)",perceived recommendation accuracy,general performance/accuracy (subjective),recommendation quality,Interface Quality,system,subj,item-based framing,-,no comparison,found,179.02,-,179.2,"textual, output, static, local",not mentioned/mockup,-,-
179,179.003,"participants in the user-based framing condition agree that taste matching is a basis for the recommendation to a greater extent than participants in the item-based framing condition (Muser = 4.38, Mitem = 4.18, t(778) = 3.44, p = .001)",preceived ability to match taste,general performance/accuracy (subjective),recommendation quality,Interface Quality,system,subj,user-based framing,-,no comparison,found,179.01,-,179.2,"textual, output, static, local",not mentioned/mockup,-,-
179,179.012,"participants in the user-based framing condition agree that taste matching is a basis for the recommendation to a greater extent than participants in the item-based framing condition (Muser = 4.38, Mitem = 4.18, t(778) = 3.44, p = .001)",preceived ability to match taste,general performance/accuracy (subjective),recommendation quality,Interface Quality,system,subj,item-based framing,-,no comparison,found,179.02,-,179.2,"textual, output, static, local",not mentioned/mockup,-,-
179,179.004,"User-based framing increases recommendation click-throughs relative to item-based framing. (CTR is higher in the user-based condition than in the item-based condition (M = 1.25% vs. M = 1.06%; b = .19, SE = .08; t(223) = 2.44, p = .015))",number of interactions,general measures,engagement,other,user + system,obj,user-based framing,item-based framing,internal explanation,found,179.01,179.02,179.3,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
179,179.005,"The advantage of user-based framing relative to item- based framing decreases for customers with more consumption experience in the focal domain. (CTR is higher in the user-based condition than in the item-based condition among people who never (b = 7.83, SE = 2.38; t(495) = 3.29, p = .001), seldom (b = 5.60, SE = 1.68; t(495) = 3.33, p < .001), or sometimes (b = 3.36, SE = 1.37; t(495) = 2.45, p = .015) visited art museums)",number of interactions,general measures,engagement,other,user + system,obj,"people who never, seldom, or sometimes visit art museums",,user characteristics in IV,found,179.01,179.02,179.4,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
179,179.013,"The advantage of user-based framing relative to item- based framing decreases for customers with more consumption experience in the focal domain. (CTR is higher in the user-based condition than in the item-based condition among people who often (b = 1.13, SE = 1.68; t(495) = .67, p = .501) or very often (b = -1.10, SE = 2.37; t(495) = -.47, p 1⁄4 .642) visited art museums)",number of interactions,general measures,engagement,other,user + system,obj,people who often or very often visit art museums,,user characteristics in IV,found,179.01,179.02,179.4,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
179,179.006,"the CTR is slightly but significantly higher in the user-based condition than in the item-based condition (M = 46.63% vs. 43.23%; F(1, 495) = 6.15, p = .014)",number of interactions,general measures,engagement,other,user + system,obj,user-based framing,item-based framing,internal explanation,found,179.01,179.02,179.4,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
179,179.007,The advantage of user-based framing relative to item- based framing decreases for customers with more consumption experience in the focal domain.,intention to interact with recommendation,-,likelihood to follow recommendation,persuasiveness,user,subj,user-based framing,item-based framing,internal explanation,found,179.01,179.02,179.5,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
179,179.008,The advantage of user-based framing over item-based framing diminishes for unattractive focal products.,intention to interact with recommendation,-,likelihood to follow recommendation,persuasiveness,user,subj,user-based framing,item-based framing,internal explanation,found,179.01,179.02,179.6,"textual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
179,179.009,"when the dissimilar cue is present, user-based framing (vs. item-based framing) decreases inten- tions to click on recommended books (b = -.89, SE = .32; t(224) = -2.84, p = .005)",intention to interact with recommendation,-,likelihood to follow recommendation,persuasiveness,user,subj,user-based framing with age dissimilarity cues,item-based framing,internal explanation,found,179.03,179.02,179.6,"visual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
179,179.010,"User-based framing decreases recommendation click-throughs relative to item-based framing in the presence of cues suggesting self–other dissimilarity. (user-based framing becomes disadvantageous, relative to item-based framing, for dissimilar-cue books (b = -6.55, SE = 1.94; t(623) = -3.38, p < .001))",number of interactions,general measures,engagement,other,user + system,obj,user-based framing with gender dissimilarity cues,item-based framing,internal explanation,found,179.03,179.02,179.7,"visual, output, static, local",not mentioned/mockup,"textual, output, static, local",not mentioned/mockup
180,180.001,Users ratings when evaluating recommendations are similar when looking at the explanations and at the actual recommendation,explanation effectiveness (objective measure),-,explanation effectiveness,effectiveness,user,obj,r-by-e,,no explanation,not found,180.01,-,180.1,"hybrid, output, interactive, local","model-intrinsic, interactions + item attributes, explanation chains, top-k",-,-
180,180.002,Users ratings when evaluating recommendations are different when looking at the explanations and at the actual recommendation for the proposed method and the baseline,explanation effectiveness (objective measure),-,explanation effectiveness,effectiveness,user,obj,r-by-e,baseline,external explanation,not found,180.01,-,180.1,"hybrid, output, interactive, local","model-intrinsic, interactions + item attributes, explanation chains, top-k",-,-
180,180.003,r-by-e ratings are better correlated with the actual rating compared to the baseline,explanation effectiveness (objective measure),-,explanation effectiveness,effectiveness,user,obj,r-by-e,baseline,external explanation,found,180.01,-,180.1,"hybrid, output, interactive, local","model-intrinsic, interactions + item attributes, explanation chains, top-k",-,-
181,181.001,There is a significant difference in ratings between the ratings of females and males in age groups of 14–24.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & 14-24,female & 14-24,user characteristics in IV,not found,181.01,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.022,There is a significant difference in ratings between the ratings of females and males in age groups of 14–24.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & 14-24,female & 14-24,user characteristics in IV,not found,181.02,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.023,There is a significant difference in ratings between the ratings of females and males in age groups of 14–24.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & 14-24,female & 14-24,user characteristics in IV,not found,181.03,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.024,There is a significant difference in ratings between the ratings of females and males in age groups of 14–24.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & 14-24,female & 14-24,user characteristics in IV,not found,181.04,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.025,There is a significant difference in ratings between the ratings of females and males in age groups of 14–24.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & 14-24,female & 14-24,user characteristics in IV,found,181.05,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.026,There is a significant difference in ratings between the ratings of females and males in age groups of 14–24.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & 14-24,female & 14-24,user characteristics in IV,found,181.06,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.002,There is a significant difference in ratings between the ratings of females and males in age groups of 25–35.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & 25-35,female & 25-35,user characteristics in IV,found,181.01,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.027,There is a significant difference in ratings between the ratings of females and males in age groups of 25–35.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & 25-35,female & 25-35,user characteristics in IV,not found,181.02,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.028,There is a significant difference in ratings between the ratings of females and males in age groups of 25–35.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & 25-35,female & 25-35,user characteristics in IV,found,181.03,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.029,There is a significant difference in ratings between the ratings of females and males in age groups of 25–35.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & 25-35,female & 25-35,user characteristics in IV,not found,181.04,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.030,There is a significant difference in ratings between the ratings of females and males in age groups of 25–35.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & 25-35,female & 25-35,user characteristics in IV,not found,181.05,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.031,There is a significant difference in ratings between the ratings of females and males in age groups of 25–35.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & 25-35,female & 25-35,user characteristics in IV,not found,181.06,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.003,There is a significant difference in ratings between the ratings of females and males having an associate education level.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & associate education level,female & associate education level,user characteristics in IV,found,181.01,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
